gene_id_base	pct_samples_tpm_gt_0.1	mean_tpm_gene	gene_name	gene_type	chrom	gene_start	gene_end	strand	gene_length_abs	n_isoforms_gencode	n_protein_coding_isoforms	n_nmd_isoforms	n_distinct_tss	n_distinct_transcript_ends	sum_mean_tpm_transcripts	n_isoforms_in_tpm_file	n_isoforms_mean_tpm_gt_0.1	max_isoform_mean_tpm	n_isoforms_ge_10pct_of_max_isoform_mean	gene_length_model_exons_union	n_distinct_exons	n_exon_blocks_merged	cds_length_union_protein_coding	n_distinct_cds_exons	n_cds_exon_blocks_merged	cds_fraction_of_exonic_length	utr5_length_union_all_pc	utr3_length_union_all_pc	n_distinct_cds_start_positions	n_distinct_cds_end_positions	n_distinct_5prime_utr_only_terminal_exons	n_distinct_3prime_utr_only_terminal_exons	canonical_transcript_id	gene_length_canonical_exons_union	cds_length_canonical_union	utr5_length_canonical	utr3_length_canonical	n_exons_canonical	n_cds_exons_canonical	sum_tx_tpm_over_gene_tpm	frac_isoforms_mean_tpm_gt_0.1
ENSG00000207607	1.461988304093567	0.004600845029239766	MIR200A	miRNA	chr1	1167863	1167952	+	90	1	0	0	1	1	0.0	1	0	0.0	1	90	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000384875	90	0			1	0	0.0	0.0
ENSG00000198976	2.631578947368421	0.011807347953216375	MIR429	miRNA	chr1	1169005	1169087	+	83	1	0	0	1	1	0.0	1	0	0.0	1	83	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000362106	83	0			1	0	0.0	0.0
ENSG00000272141	41.52046783625731	0.8196943801169589	ENSG00000272141	lncRNA	chr1	1169357	1170343	+	987	1	0	0	1	1	0.4279824561403509	1	1	0.4279824561403509	1	987	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000606993	987	0			1	0	0.5221244240802088	1.0
ENSG00000205231	26.023391812865498	0.1732801988304095	TTLL10-AS1	lncRNA	chr1	1173056	1179555	-	6500	1	0	0	1	1	0.022426900584795306	1	0	0.022426900584795306	1	3532	2	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000379317	3532	0			2	0	0.12942563972208196	0.0
ENSG00000162571	50.58479532163743	1.02640551754386	TTLL10	protein_coding	chr1	1173880	1197936	+	24057	8	4	1	7	7	0.922748538011696	8	3	0.446842105263158	6	3998	31	17	2049	18	14	0.5125062531265633	423	817	2	3	3	0	ENST00000379289	2288	2019	177.0	92.0	16	13	0.899009721050399	0.375
ENSG00000186891	71.05263157894737	1.2137191052631584	TNFRSF18	protein_coding	chr1	1203508	1206592	-	3085	4	4	0	3	2	0.753099415204678	4	2	0.509941520467836	3	1271	10	5	976	8	5	0.7678992918961448	238	339	2	2	0	0	ENST00000379268	1083	723	21.0	339.0	5	5	0.620489050505134	0.5
ENSG00000186827	92.39766081871345	2.02798639766082	TNFRSF4	protein_coding	chr1	1211326	1214153	-	2828	14	7	1	5	5	1.3805847953216372	14	4	0.6499707602339181	7	1975	22	4	1273	17	5	0.6445569620253164	26	232	1	2	0	0	ENST00000379236	1075	831	26.0	218.0	7	7	0.6807662994752194	0.2857142857142857
ENSG00000304412	100.0	43.7239452631579	ENSG00000304412	lncRNA	chr1	1216908	1228947	+	12040	1	0	0	1	1	0.0	1	0	0.0	1	499	2	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000803207	499	0			2	0	0.0	0.0
ENSG00000078808	100.0	119.33087426900588	SDF4	protein_coding	chr1	1216931	1232031	-	15101	7	3	1	6	5	59.81146198830409	7	6	56.734766081871335	1	4686	19	7	1259	13	6	0.2686726419120785	314	742	2	3	2	0	ENST00000360001	1933	1065	284.0	584.0	7	6	0.5012236971755689	0.8571428571428571
ENSG00000176022	100.0	11.226325321637425	B3GALT6	protein_coding	chr1	1232237	1235041	+	2805	1	1	0	1	1	4.693567251461989	1	1	4.693567251461989	1	2805	1	1	987	1	1	0.3518716577540107	42	1776	1	1	0	0	ENST00000379198	2805	987	42.0	1776.0	1	1	0.41808580430282816	1.0
ENSG00000184163	73.39181286549707	0.8060810643274855	C1QTNF12	protein_coding	chr1	1242446	1246722	-	4277	5	1	0	5	5	0.4847660818713451	5	1	0.2529239766081873	5	1794	17	5	906	8	8	0.5050167224080268	32	98	1	1	0	0	ENST00000330388	1036	906	32.0	98.0	8	8	0.6013862666229309	0.2
ENSG00000260179	96.19883040935673	6.584786947368421	ENSG00000260179	lncRNA	chr1	1249777	1251334	-	1558	1	0	0	1	1	0.04543859649122805	1	0	0.04543859649122805	1	1558	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000565563	1558	0			1	0	0.006900541635502325	0.0
ENSG00000160087	100.0	15.023452894736852	UBE2J2	protein_coding	chr1	1253909	1273864	-	19956	20	10	6	15	20	19.76801169590644	20	10	6.259181286549715	3	4691	45	11	825	18	8	0.1758686847154125	1520	1294	3	6	8	0	ENST00000349431	2260	777	189.0	1294.0	7	6	1.3158101426092097	0.5
ENSG00000230415	72.80701754385966	0.6839502573099412	LINC01786	lncRNA	chr1	1274033	1280420	+	6388	3	0	0	3	3	0.6113157894736845	3	1	0.535964912280702	2	1580	8	5	0	0	0	0.0	0	0	0	0	0	0	ENST00000434139	268	0			3	0	0.8938015344537821	0.3333333333333333
ENSG00000162572	90.05847953216374	1.1249839385964908	SCNN1D	protein_coding	chr1	1280436	1292029	+	11594	8	6	1	8	7	0.6634210526315788	8	2	0.181345029239766	7	4025	33	16	2486	25	17	0.617639751552795	1515	422	4	3	3	0	ENST00000379116	3050	2406	226.0	418.0	18	18	0.5897160215987178	0.25
ENSG00000131584	100.0	8.445674956140348	ACAP3	protein_coding	chr1	1292390	1309609	-	17220	13	2	1	13	13	5.400964912280703	13	10	2.670000000000001	6	8707	50	24	2502	27	25	0.2873550017227518	115	1176	2	1	0	0	ENST00000354700	3793	2502	115.0	1176.0	24	24	0.6394947639269473	0.7692307692307693
ENSG00000278073	0.29239766081871343	0.0011590935672514619	MIR6726	miRNA	chr1	1296110	1296170	-	61	1	0	0	1	1	0.0	1	0	0.0	1	61	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000613751	61	0			1	0	0.0	0.0
ENSG00000169972	100.0	6.611035195906424	PUSL1	protein_coding	chr1	1308597	1311677	+	3081	7	2	0	7	7	3.575643274853799	7	2	3.271812865497074	1	2640	23	5	909	10	8	0.3443181818181818	547	301	2	2	1	0	ENST00000379031	1257	909	47.0	301.0	8	8	0.5408598152779235	0.2857142857142857
ENSG00000127054	100.0	24.398054707602334	INTS11	protein_coding	chr1	1311585	1324687	-	13103	49	15	10	37	41	32.78926900584795	49	27	20.389152046783625	1	8216	111	9	2455	47	20	0.29880720545277506	1294	456	5	8	4	0	ENST00000435064	2114	1800	52.0	262.0	17	17	1.3439296451626919	0.5510204081632653
ENSG00000283712	0.8771929824561403	0.0035915321637426897	MIR6727	miRNA	chr1	1312502	1312566	-	65	1	0	0	1	1	0.0	1	0	0.0	1	65	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000620702	65	0			1	0	0.0	0.0
ENSG00000240731	96.49122807017544	3.604058204678362	ENSG00000240731	lncRNA	chr1	1317581	1318689	-	1109	1	0	0	1	1	0.4147953216374272	1	1	0.4147953216374272	1	386	2	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000444968	386	0			2	0	0.11509118279471431	1.0
ENSG00000224051	100.0	14.227759619883038	CPTP	protein_coding	chr1	1324756	1328896	+	4141	3	2	0	3	3	7.9698245614035095	3	3	7.185964912280703	1	2555	7	4	642	3	2	0.2512720156555773	731	1136	1	2	2	0	ENST00000343938	2154	642	376.0	1136.0	3	2	0.5601601920702837	1.0
ENSG00000169962	76.31578947368422	0.3810650087719297	TAS1R3	protein_coding	chr1	1331280	1335314	+	4035	1	1	0	1	1	0.11423976608187139	1	1	0.11423976608187139	1	3475	6	6	2556	6	6	0.7355395683453237	66	853	1	1	0	0	ENST00000339381	3475	2556	66.0	853.0	6	6	0.29979075342035605	1.0
ENSG00000107404	100.0	26.727746081871363	DVL1	protein_coding	chr1	1335276	1349418	-	14143	7	4	0	7	7	15.099152046783628	7	7	11.396345029239768	2	3882	30	13	2093	19	16	0.5391550747037609	353	1003	3	2	0	1	ENST00000378888	3305	2085	353.0	867.0	15	15	0.5649242551366849	1.0
ENSG00000284372	0.29239766081871343	0.0019471608187134502	MIR6808	miRNA	chr1	1339650	1339708	-	59	1	0	0	1	1	0.0	1	0	0.0	1	59	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000616525	59	0			1	0	0.0	0.0
ENSG00000304860	42.10526315789473	0.12044638011695906	ENSG00000304860	lncRNA	chr1	1348183	1362350	+	14168	5	0	0	5	5	0.07263157894736842	5	0	0.04	3	1107	11	5	0	0	0	0.0	0	0	0	0	0	0	ENST00000806656	486	0			2	0	0.6030200233235716	0.0
ENSG00000162576	100.0	49.86309378070178	MXRA8	protein_coding	chr1	1352689	1361777	-	9089	10	4	0	9	8	55.75032163742689	10	6	45.36973684210525	2	3622	29	7	1395	13	12	0.38514632799558257	804	918	2	2	0	0	ENST00000309212	2293	1326	51.0	916.0	10	10	1.118067841570705	0.6
ENSG00000175756	100.0	72.54428011695903	AURKAIP1	protein_coding	chr1	1373730	1375207	-	1478	6	4	0	6	6	78.24681286549709	6	5	72.48660818713452	1	1381	14	2	597	3	3	0.43229543808834175	451	74	1	1	3	0	ENST00000338338	753	597	88.0	68.0	4	3	1.0786076137132272	0.8333333333333334
ENSG00000223663	17.543859649122805	0.06197270760233919	NDUFB4P8	processed_pseudogene	chr1	1378666	1379032	+	367	1	0	0	1	1	0.0020760233918128653	1	0	0.0020760233918128653	1	367	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000435351	367	0			1	0	0.033498994511166155	0.0
ENSG00000221978	100.0	24.070347514619886	CCNL2	protein_coding	chr1	1385711	1399335	-	13625	19	3	4	18	18	23.69128654970761	19	16	6.087543859649125	9	6842	54	13	1579	21	13	0.23078047354574685	320	2020	2	3	0	0	ENST00000400809	3112	1560	29.0	1523.0	11	11	0.9842519529607106	0.8421052631578947
ENSG00000224870	100.0	12.72962856725146	MRPL20-AS1	lncRNA	chr1	1399476	1402054	+	2579	18	0	0	15	8	7.810380116959064	18	10	3.1912865497076006	4	2579	34	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000448629	1810	0			3	0	0.6135591526254136	0.5555555555555556
ENSG00000242485	100.0	86.87848947368425	MRPL20	protein_coding	chr1	1401909	1407293	-	5385	6	3	0	6	5	121.53350877192977	6	6	116.99663742690053	1	2767	14	3	666	7	5	0.24069389230213228	76	1078	2	3	0	0	ENST00000344843	700	447	76.0	177.0	4	4	1.3988906748746204	1.0
ENSG00000301639	72.22222222222221	0.4723814590643271	ENSG00000301639	lncRNA	chr1	1407358	1408306	+	949	1	0	0	1	1	0.28207602339181304	1	1	0.28207602339181304	1	475	2	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000780355	475	0			2	0	0.5971361025695994	1.0
ENSG00000272455	97.07602339181285	1.6617984239766082	MRPL20-DT	lncRNA	chr1	1409096	1410618	+	1523	1	0	0	1	1	0.7498830409356722	1	1	0.7498830409356722	1	1523	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000607307	1523	0			1	0	0.45124789512150104	1.0
ENSG00000235098	99.70760233918129	6.761892499999998	ANKRD65	protein_coding	chr1	1418420	1421769	-	3350	5	5	0	5	3	4.769736842105264	5	4	3.2648245614035085	3	2644	11	3	1197	6	3	0.4527231467473525	764	1125	1	3	3	0	ENST00000537107	2024	1197	144.0	683.0	4	3	0.7053848966255031	0.8
ENSG00000225905	85.67251461988305	1.1576132777777772	ANKRD65-AS1	lncRNA	chr1	1420245	1423287	+	3043	2	0	0	2	2	0.8892982456140353	2	1	0.8560233918128657	1	1222	4	3	0	0	0	0.0	0	0	0	0	0	0	ENST00000428932	543	0			2	0	0.7682170399092041	0.5
ENSG00000205116	65.49707602339181	0.7790677456140352	TMEM88B	protein_coding	chr1	1425871	1430255	+	4385	1	1	0	1	1	0.2589473684210527	1	1	0.2589473684210527	1	3217	2	2	489	2	2	0.15200497357786757	257	2471	1	1	0	0	ENST00000378821	3217	489	257.0	2471.0	2	2	0.3323810668313049	1.0
ENSG00000225285	84.50292397660819	1.0335123128654968	LINC01770	lncRNA	chr1	1429194	1435625	-	6432	43	0	0	35	25	1.5855263157894737	43	3	0.14000000000000004	28	4652	77	7	0	0	0	0.0	0	0	0	0	0	0	ENST00000417917	2301	0			3	0	1.5341145877531668	0.06976744186046512
ENSG00000179403	100.0	19.708748672514623	VWA1	protein_coding	chr1	1434861	1442882	+	8022	4	4	0	4	4	13.773362573099423	4	4	6.951929824561408	3	5065	10	4	1455	6	3	0.2872655478775913	544	3846	2	4	1	1	ENST00000476993	4492	1335	59.0	3098.0	3	3	0.6988451069096763	1.0
ENSG00000215915	85.96491228070175	1.4861544883040936	ATAD3C	protein_coding	chr1	1449689	1470163	+	20475	3	2	0	3	3	1.8159649122807018	3	2	1.359590643274854	2	3981	17	12	1233	13	12	0.3097211755840241	995	1636	1	2	1	0	ENST00000378785	3864	1233	995.0	1636.0	12	12	1.2219220320445738	0.6666666666666666
ENSG00000160072	100.0	4.009631242690062	ATAD3B	protein_coding	chr1	1471765	1497848	+	26084	6	2	0	6	4	4.046520467836258	6	5	1.4764035087719303	5	7686	28	13	1944	19	16	0.2529274004683841	120	2766	1	2	0	1	ENST00000673477	4098	1944	120.0	2034.0	16	16	1.0092001540574207	0.8333333333333334
ENSG00000290916	11.695906432748536	0.042382555555555555	ENSG00000290916	lncRNA	chr1	1503224	1509526	+	6303	6	0	0	6	4	2.1901169590643255	6	3	1.6095321637426883	3	1521	11	5	0	0	0	0.0	0	0	0	0	0	0	ENST00000641974	700	0			2	0	51.67496226586653	0.5
ENSG00000197785	100.0	11.591237076023384	ATAD3A	protein_coding	chr1	1512162	1534685	+	22524	8	4	1	8	6	7.248801169590643	8	4	3.2326315789473683	2	3344	31	18	1980	22	18	0.5921052631578947	300	616	3	1	1	0	ENST00000378756	2481	1758	107.0	616.0	16	16	0.6253690716571466	0.5
ENSG00000205090	90.93567251461988	1.2660544883040936	TMEM240	protein_coding	chr1	1534778	1540624	-	5847	2	2	0	2	2	0.8908771929824564	2	2	0.7492105263157897	2	2009	6	4	520	5	4	0.2588352414136386	278	1211	1	2	0	0	ENST00000378733	1381	519	278.0	584.0	4	4	0.7036641797114158	1.0
ENSG00000299413	30.116959064327485	0.1649189415204678	ENSG00000299413	lncRNA	chr1	1539564	1592377	+	52814	1	0	0	1	1	0.0	1	0	0.0	1	519	2	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000763257	519	0			2	0	0.0	0.0
ENSG00000160075	100.0	41.28401140350875	SSU72	protein_coding	chr1	1541673	1574863	-	33191	4	2	0	4	4	67.9005263157895	4	2	63.350438596491266	1	6919	11	5	817	6	5	0.1180806474924122	306	4086	1	2	0	0	ENST00000291386	1284	582	306.0	396.0	5	5	1.644717264805779	0.5
ENSG00000215014	82.16374269005848	0.5397269970760236	SSU72-AS1	lncRNA	chr1	1574102	1577075	+	2974	2	0	0	2	2	0.3850584795321641	2	1	0.375994152046784	1	2380	3	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000647566	841	0			2	0	0.7134319417376235	0.5
ENSG00000274481	0.8771929824561403	0.005848008771929825	ENSG00000274481	processed_pseudogene	chr1	1583510	1583909	-	400	1	0	0	1	1	0.0	1	0	0.0	1	400	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000621860	400	0			1	0	0.0	0.0
ENSG00000228594	94.44444444444444	4.677482885964913	FNDC10	protein_coding	chr1	1598012	1600135	-	2124	1	1	0	1	1	2.017017543859648	1	1	2.017017543859648	1	2124	1	1	678	1	1	0.3192090395480226	120	1326	1	1	0	0	ENST00000422725	2124	678	120.0	1326.0	1	1	0.4312185833777903	1.0
ENSG00000286989	52.63157894736842	0.5216500438596491	ENSG00000286989	lncRNA	chr1	1600182	1607327	+	7146	3	0	0	3	3	0.42707602339181305	3	2	0.21365497076023401	3	2483	7	5	0	0	0	0.0	0	0	0	0	0	0	ENST00000828256	622	0			3	0	0.8187021709648675	0.6666666666666666
ENSG00000272106	100.0	8.368876321637428	ENSG00000272106	lncRNA	chr1	1613758	1615795	-	2038	1	0	0	1	1	3.4378362573099395	1	1	3.4378362573099395	1	2038	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000607222	2038	0			1	0	0.41078827374011223	1.0
ENSG00000197530	100.0	6.682122213450287	MIB2	protein_coding	chr1	1615454	1630605	+	15152	32	11	6	29	21	5.835146198830408	32	12	1.0134502923976605	12	8723	80	14	2964	36	21	0.33979135618479883	999	307	3	4	6	0	ENST00000355826	3206	2865	263.0	78.0	20	18	0.8732474522966639	0.375
ENSG00000189409	42.69005847953216	0.19910847660818715	MMP23B	protein_coding	chr1	1632163	1635263	+	3101	10	6	2	9	8	1.40108187134503	10	4	0.5188304093567255	4	2205	27	5	1511	16	6	0.6852607709750567	56	111	3	3	0	0	ENST00000356026	1248	1170	46.0	32.0	8	8	7.036776611485655	0.4
ENSG00000248333	100.0	27.09281692982456	CDK11B	protein_coding	chr1	1635225	1659012	-	23788	9	6	2	3	4	20.194970760233915	9	5	11.435380116959061	4	3490	38	27	2798	33	26	0.8017191977077364	261	542	2	1	2	0	ENST00000341832	2992	2346	104.0	542.0	20	19	0.7453994471133307	0.5555555555555556
ENSG00000272004	100.0	12.5235520760234	ENSG00000272004	lncRNA	chr1	1659027	1662939	+	3913	4	0	0	2	2	0.166578947368421	4	0	0.0796491228070175	3	1185	7	3	0	0	0	0.0	0	0	0	0	0	0	ENST00000607013	1035	0			2	0	0.013301254017806964	0.0
ENSG00000189339	100.0	13.018300081871336	SLC35E2B	protein_coding	chr1	1659529	1692795	-	33267	5	3	0	5	5	8.868421052631584	5	5	7.963479532163747	1	8462	18	10	1221	9	9	0.14429212952020798	912	4884	1	2	3	0	ENST00000617444	6434	1215	912.0	4307.0	10	8	0.6812272721368072	1.0
ENSG00000293187	65.78947368421053	0.5179301578947371	ENSG00000293187	lncRNA	chr1	1671990	1673411	+	1422	1	0	0	1	1	0.011023391812865494	1	0	0.011023391812865494	1	1422	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000596308	1422	0			1	0	0.021283548843096838	0.0
ENSG00000269737	45.90643274853801	0.40616660818713457	ENSG00000269737	transcribed_processed_pseudogene	chr1	1673275	1674397	+	1123	1	0	0	1	1	0.0005847953216374269	1	0	0.0005847953216374269	1	502	2	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000597891	502	0			2	0	0.0014397917254881576	0.0
ENSG00000310190	99.70760233918129	2.8272376783625703	ENSG00000310190	lncRNA	chr1	1692528	1701814	+	9287	35	0	0	29	9	2.8641520467836257	35	6	0.7591812865497075	9	3793	59	8	0	0	0	0.0	0	0	0	0	0	0	ENST00000847997	1620	0			11	0	1.0130566908836738	0.17142857142857143
ENSG00000310238	99.12280701754386	3.5378780526315774	ENSG00000310238	lncRNA	chr1	1698620	1700731	-	2112	3	0	0	3	3	5.497456140350878	3	2	5.270964912280703	1	1287	6	3	0	0	0	0.0	0	0	0	0	0	0	ENST00000848497	1077	0			2	0	1.553885142044879	0.6666666666666666
ENSG00000008128	100.0	10.303000397660808	CDK11A	protein_coding	chr1	1702379	1724357	-	21979	23	8	2	19	16	14.394005847953217	23	19	3.946520467836257	11	5085	63	15	2415	26	20	0.4749262536873156	793	531	2	3	5	0	ENST00000404249	2984	2340	113.0	531.0	20	19	1.3970693285832765	0.8260869565217391
ENSG00000293188	99.70760233918129	3.5561714561403504	ENSG00000293188	lncRNA	chr1	1724194	1736519	+	12326	6	0	0	6	6	0.06929824561403508	6	0	0.02365497076023391	5	4143	12	5	0	0	0	0.0	0	0	0	0	0	0	ENST00000577672	1005	0			2	0	0.01948675604332282	0.0
ENSG00000290854	97.07602339181285	1.1179928391812868	ENSG00000290854	lncRNA	chr1	1724838	1745992	-	21155	4	0	0	4	4	0.9778070175438598	4	3	0.37581871345029255	4	3264	13	9	0	0	0	0.0	0	0	0	0	0	0	ENST00000647043	2078	0			7	0	0.8746093742960949	0.75
ENSG00000227775	85.67251461988305	1.1070018771929828	ENSG00000227775	transcribed_processed_pseudogene	chr1	1735817	1737251	+	1435	1	0	0	1	1	0.011929824561403509	1	0	0.011929824561403509	1	497	2	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000418950	497	0			2	0	0.010776697679731027	0.0
ENSG00000008130	100.0	24.491333508771916	NADK	protein_coding	chr1	1751232	1780457	-	29226	17	5	3	16	15	20.72909356725145	17	16	14.870233918128644	2	5570	46	17	1982	21	15	0.355834829443447	476	2435	3	2	3	1	ENST00000341426	3235	1338	222.0	1675.0	12	11	0.8463848471063053	0.9411764705882353
ENSG00000302550	100.0	86.9885821052632	ENSG00000302550	lncRNA	chr1	1783129	1796057	+	12929	3	0	0	3	3	0.00824561403508772	3	0	0.007865497076023392	1	1065	7	4	0	0	0	0.0	0	0	0	0	0	0	ENST00000787789	446	0			3	0	9.47896130219695e-05	0.0
ENSG00000078369	100.0	111.1807646198831	GNB1	protein_coding	chr1	1785285	1892292	-	107008	31	24	1	28	24	110.83833333333345	31	19	66.38643274853811	2	9030	70	25	1020	13	9	0.11295681063122924	2628	2049	3	3	22	16	ENST00000378609	3163	1020	363.0	1780.0	12	9	0.9969200491854828	0.6129032258064516
ENSG00000231050	72.22222222222221	0.423740423976608	GNB1-DT	lncRNA	chr1	1891175	1892835	+	1661	18	0	0	16	9	0.4292690058479532	18	1	0.15058479532163738	7	1574	35	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000689170	1140	0			2	0	1.0130470957183222	0.05555555555555555
ENSG00000303984	17.251461988304094	0.044249529239766085	ENSG00000303984	lncRNA	chr1	1891400	1891754	-	355	1	0	0	1	1	0.0009356725146198831	1	0	0.0009356725146198831	1	355	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000798640	355	0			1	0	0.021145366531470682	0.0
ENSG00000294910	6.140350877192982	0.016934763157894737	ENSG00000294910	lncRNA	chr1	1906002	1909117	-	3116	3	0	0	3	2	0.006842105263157894	3	0	0.004649122807017543	3	547	7	3	0	0	0	0.0	0	0	0	0	0	0	ENST00000726655	547	0			3	0	0.404027219002954	0.0
ENSG00000306476	8.187134502923977	0.023511868421052632	ENSG00000306476	lncRNA	chr1	1909317	1910418	+	1102	1	0	0	1	1	0.0189766081871345	1	0	0.0189766081871345	1	331	2	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000818893	331	0			2	0	0.8071076210235492	0.0
ENSG00000169885	59.64912280701754	15.7981537368421	CALML6	protein_coding	chr1	1915108	1917296	+	2189	4	2	0	4	3	14.799035087719295	4	4	12.61912280701754	2	2040	11	3	543	6	6	0.2661764705882353	173	106	1	1	0	0	ENST00000307786	670	543	21.0	106.0	6	6	0.9367572524128052	1.0
ENSG00000178821	98.83040935672514	11.792199128654966	TMEM52	protein_coding	chr1	1917590	1919279	-	1690	6	4	1	5	6	10.699356725146195	6	4	7.329999999999997	2	1600	17	2	845	11	4	0.528125	255	366	3	3	0	0	ENST00000310991	935	627	14.0	294.0	5	5	0.9073249703820578	0.6666666666666666
ENSG00000142609	30.701754385964914	0.9025765497076023	CFAP74	protein_coding	chr1	1921951	2003837	-	81887	10	3	0	8	9	0.5846198830409357	10	1	0.22684210526315798	6	10422	56	39	4924	41	39	0.4724620994051046	156	504	2	2	2	0	ENST00000682832	5355	4917	105.0	333.0	39	38	0.6477233241106569	0.1
ENSG00000233542	16.666666666666664	0.05211532748538007	ENSG00000233542	lncRNA	chr1	2013198	2019198	-	6001	5	0	0	5	5	0.034444444444444444	5	0	0.013888888888888892	3	2759	11	4	0	0	0	0.0	0	0	0	0	0	0	ENST00000757331	373	0			2	0	0.6609273337888388	0.0
ENSG00000187730	79.53216374269006	1.5961144941520449	GABRD	protein_coding	chr1	2019329	2030758	+	11430	19	9	1	17	18	1.2241520467836255	19	2	0.6666959064327485	4	5525	49	9	1833	25	9	0.33176470588235296	95	574	5	6	0	0	ENST00000378585	1914	1356	79.0	479.0	9	9	0.7669575404952206	0.10526315789473684
ENSG00000304958	11.988304093567251	0.09721543274853803	ENSG00000304958	lncRNA	chr1	2033503	2047450	-	13948	8	0	0	8	2	0.06216374269005848	8	0	0.012485380116959063	7	1014	16	4	0	0	0	0.0	0	0	0	0	0	0	ENST00000807390	844	0			4	0	0.6394431514886542	0.0
ENSG00000226969	7.017543859649122	0.039247020467836256	PRKCZ-DT	lncRNA	chr1	2049202	2050176	-	975	3	0	0	2	3	0.02029239766081872	3	0	0.017865497076023397	1	846	7	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000445600	846	0			2	0	0.5170430116459097	0.0
ENSG00000067606	95.90643274853801	8.0225239005848	PRKCZ	protein_coding	chr1	2050411	2185395	+	134985	26	16	2	26	25	11.443713450292398	26	8	4.593479532163742	4	7695	65	36	1799	34	21	0.23378817413905134	3420	389	5	14	13	0	ENST00000378567	2385	1776	220.0	389.0	18	18	1.4264480345715407	0.3076923076923077
ENSG00000308181	7.894736842105263	0.025316789473684213	ENSG00000308181	lncRNA	chr1	2103345	2104917	-	1573	2	0	0	1	2	0.01023391812865497	2	0	0.006695906432748538	2	1145	5	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000832148	706	0			4	0	0.40423443656995756	0.0
ENSG00000271806	11.988304093567251	0.04831267543859649	ENSG00000271806	lncRNA	chr1	2141084	2145279	-	4196	1	0	0	1	1	0.009064327485380119	1	0	0.009064327485380119	1	4196	1	1	0	0	0	0.0	0	0	0	0	0	0	ENST00000606533	4196	0			1	0	0.187617998860372	0.0
ENSG00000182873	95.02923976608187	1.63582296491228	PRKCZ-AS1	lncRNA	chr1	2181794	2184389	-	2596	2	0	0	2	2	0.6545321637426902	2	2	0.5344152046783627	2	1734	5	3	0	0	0	0.0	0	0	0	0	0	0	ENST00000333854	1253	0			2	0	0.40012408297360536	1.0
ENSG00000162585	100.0	4.57723602631579	FAAP20	protein_coding	chr1	2184461	2212720	-	28260	15	5	3	14	11	12.85663742690058	15	11	5.37397660818713	6	10916	40	13	888	13	7	0.08134847929644558	26	2205	2	5	0	0	ENST00000378546	727	540	23.0	164.0	4	4	2.808821164778096	0.7333333333333333
ENSG00000304038	48.53801169590643	0.20297321929824563	ENSG00000304038	lncRNA	chr1	2207046	2208854	+	1809	2	0	0	2	1	0.06271929824561402	2	0	0.05225146198830408	2	1029	4	3	0	0	0	0.0	0	0	0	0	0	0	ENST00000799045	790	0			3	0	0.30900282540947077	0.0
ENSG00000234396	7.309941520467836	0.022855985380116964	ENSG00000234396	lncRNA	chr1	2212523	2220738	+	8216	1	0	0	1	1	0.0033625730994152046	1	0	0.0033625730994152046	1	326	2	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000442483	326	0			2	0	0.14712002320146728	0.0
ENSG00000304143	33.33333333333333	0.1288216169590643	ENSG00000304143	lncRNA	chr1	2212965	2214206	-	1242	1	0	0	1	1	0.045058479532163735	1	0	0.045058479532163735	1	711	2	2	0	0	0	0.0	0	0	0	0	0	0	ENST00000800005	711	0			2	0	0.34977421178063606	0.0
ENSG00000157933	100.0	29.57057461988303	SKI	protein_coding	chr1	2227388	2310213	+	82826	5	1	0	5	5	13.070000000000007	5	2	12.412836257309948	1	6687	15	10	2184	7	7	0.3266038582323912	448	3451	1	1	0	0	ENST00000378536	6083	2184	448.0	3451.0	7	7	0.44199344003318214	0.4
